event,timestamp,python3.11,ALL_TASKS,cpu,gpu
inference,217.15,2275.49,2504.63,3191,7778
inference,217.91,2668.18,2880.86,3492,6047
inference,217.79,2673.42,3022.40,3379,7274
inference,218.51,2421.69,2851.29,3606,7778
inference,217.96,2689.59,2962.11,3606,5464
inference,217.97,2525.63,3056.71,3597,7433
inference,217.9,2477.74,4127.81,4970,7758
inference,217.78,2638.99,3303.35,3990,5447
inference,218.14,2508.45,2866.97,3090,7953
inference,218.3,2517.24,2868.55,3541,7628
inference,217.22,2642.28,3170.39,3803,5543
inference,218.37,2367.75,2798.11,3201,8006
inference,218.31,2582.25,2965.72,3733,7400
inference,217.83,2648.15,3518.47,4219,5863
inference,220.1,2341.99,2572.59,3026,8410
inference,218.58,2546.74,2751.05,3349,6715
inference,217.6,2518.36,2756.76,3419,5307
inference,218.14,2782.27,2972.73,3415,6742
inference,218.16,2533.98,2743.24,3177,7225
inference,217.58,2279.42,2499.46,3171,6766
inference,218.35,2557.04,2750.90,3302,5814
inference,217.93,2523.65,2738.77,3350,5317
inference,217.91,2558.97,2748.37,3359,5447
inference,218.26,2656.05,2849.14,3404,6503
inference,218.46,2619.06,2796.82,3191,7161
inference,217.79,2162.60,2347.57,2966,6665
inference,219.21,2408.90,4855.87,6929,6392
inference,218.51,2505.76,5016.46,5734,5465
inference,218.18,2481.91,2757.24,3442,5414
inference,218.59,2554.19,2745.51,3257,5482
inference,217.32,2478.84,2697.69,3391,6478
inference,218.16,2612.08,3015.28,3736,6649
inference,219.18,2596.85,3395.78,3983,6537
inference,217.62,2183.94,2423.06,3014,6415
inference,219.12,2371.99,2558.23,3263,6727
inference,218.38,2549.25,3694.18,4597,5481
inference,218.91,2488.86,2994.25,3517,5582
inference,218.06,2550.06,2792.53,3384,5523
inference,218.39,2544.57,2734.19,3366,6118
inference,218.28,2508.18,2690.90,3321,7102
inference,218.58,2676.64,2858.99,3198,6684
inference,217.97,2185.03,2371.46,2904,6666
inference,218.68,2371.79,2602.36,3302,6767
inference,218.67,2465.10,2651.25,3274,5712
inference,218.04,2468.01,2686.05,3298,5602
inference,218.15,2460.56,2648.92,3259,5692
inference,217.49,2509.47,2690.69,3306,5964
inference,218.27,2542.76,2732.23,3299,6685
inference,218.11,2492.39,2719.83,3352,6652
inference,218.03,2540.92,2731.36,3137,7088
inference,217.7,2260.20,2445.18,2995,6687
inference,218.38,2327.32,2536.22,3279,6702
inference,218.69,2461.30,2645.00,3283,5770
inference,218.86,2484.21,2665.60,3244,5702
inference,219.09,2472.91,2660.41,3286,5707
inference,218.25,2444.70,2688.31,3308,5783
inference,218.09,2558.37,2743.99,3338,6612
inference,218.19,2545.63,2731.97,3332,6708
inference,218.38,2549.96,2732.65,3311,6733
inference,218.34,2389.51,2568.59,2995,7107
inference,217.63,2257.99,2482.65,3088,6737
inference,218.83,2318.92,2503.50,3258,6447
inference,219.04,2460.21,2666.80,3269,6037
inference,218.01,2411.60,2703.00,3463,5816
inference,218.5,2483.40,2733.32,3336,5871
inference,218.18,2421.99,2631.69,3236,5950
inference,217.83,2514.09,2699.29,3278,6183
inference,218.25,2379.46,2564.85,3271,6762
inference,218.16,2549.26,2738.77,3305,6790
inference,218.27,2544.82,2759.39,3340,7178
inference,218.26,2387.31,2570.71,2969,6808
inference,217.7,2259.98,2442.84,3032,6831
inference,218.7,2321.40,2503.85,3269,6817
inference,219.56,2449.90,2647.80,3261,5944
inference,219.0,2384.30,2623.16,3274,5930
inference,218.95,2521.68,2710.81,3307,6046
inference,218.85,2423.26,2613.02,3276,5983
inference,218.09,2512.94,2709.78,3274,6324
inference,218.22,2374.83,2702.57,3423,7203
inference,218.57,2493.98,2685.35,3262,6956
inference,219.25,2537.27,2721.63,3325,6831
inference,219.06,2352.69,2591.32,2972,6892
inference,217.61,2209.45,2444.83,3038,7372
inference,219.39,2303.44,2526.37,3291,6603
inference,219.45,2434.09,2637.69,3254,6363
inference,219.41,2384.34,2574.59,3236,6065
inference,218.77,2396.97,2585.88,3259,6085
inference,218.87,2468.36,2708.83,3290,6116
inference,217.89,2359.22,2556.51,3268,6387
inference,218.45,2528.10,2732.24,3278,6994
inference,218.49,2343.65,2562.19,3272,7237
inference,218.55,2517.08,2710.68,3272,6984
inference,218.03,2546.55,2739.44,3156,6950
inference,218.8,2211.00,2396.01,2971,7045
inference,218.6,2203.45,2451.02,3234,7052
inference,220.13,2311.93,2581.25,3275,7146
inference,220.28,2328.05,2535.73,3219,6174
inference,219.34,2319.38,2556.68,3237,6215
inference,218.64,2337.24,2523.59,3197,6269
inference,219.08,2409.37,2625.99,3209,6271
inference,218.27,2319.40,2506.18,3221,6450
inference,218.67,2456.75,2642.69,3215,7504
inference,218.67,2477.08,2661.57,3229,7056
inference,218.7,2307.40,2542.02,3256,7079
inference,218.67,2524.94,2715.20,3110,7110
inference,218.2,2173.86,2370.91,2974,7486
inference,218.37,2173.50,2402.26,3027,7149
inference,219.97,2240.69,2424.82,3173,7107
tokenizer,216.88,0.52,210.21,148,0
tokenizer,230.04,0.46,128.07,161,0
tokenizer,235.94,0.37,75.36,119,48
tokenizer,231.42,0.31,96.44,112,0
tokenizer,235.95,79.31,190.16,250,0
model load,216.8,0.53,204.34,148,0
model load,232.01,0.49,80.62,112,0
model load,236.52,0.42,86.97,110,0
model load,235.23,0.30,133.18,153,0
model load,235.12,7.95,84.30,132,34
model load,236.36,1010.66,4276.19,5555,0
model load,216.86,16213.45,16414.48,18362,51
model load,217.69,3719.56,4172.35,6459,0
model load,218.32,4148.51,4720.52,9445,69
model load,218.59,3722.36,4235.78,8349,73
model load,219.56,4139.94,4743.62,9396,110
model load,217.53,3636.03,4117.60,8036,64
model load,217.49,4003.43,4603.71,9122,74
model load,218.5,3624.52,4067.71,8174,83
model load,219.03,4173.76,4794.51,9656,69
model load,219.66,3476.33,3986.88,7835,96
model load,219.19,4131.26,4740.20,9494,64
model load,219.38,3741.95,4301.22,8073,87
model load,217.84,3759.86,4245.92,8681,87
model load,218.85,4151.41,4800.54,9330,92
model load,218.28,3260.81,3675.61,7628,55
model load,218.44,4110.62,4713.98,9407,73
model load,219.43,3473.72,3971.66,7615,119
model load,218.99,4147.88,4694.11,9334,68
model load,218.53,2650.22,3396.04,6686,78
model load,217.67,3163.80,3884.93,9087,50
model load,217.96,2963.20,3767.08,8639,41
model load,218.44,3089.58,3826.92,8263,50
model load,218.99,3142.89,3960.80,9146,41
model load,217.45,2402.82,3121.95,7064,46
model load,219.49,1851.43,2269.16,4360,46
model load,218.59,3032.67,4103.81,8614,68
model load,217.28,2422.96,3875.93,10006,14
model load,218.29,125.83,2232.98,4522,32
model load,290.0,32.73,1684.76,3121,0
model load,319.87,274.88,1379.86,2579,10
model load,218.69,2194.23,3368.15,7376,16
model load,219.03,2463.51,3189.50,6693,14
model load,217.84,1464.21,2712.01,5568,27
model load,218.53,2717.04,3736.94,8191,55
model load,219.86,3158.33,5078.34,9251,50
model load,218.58,3167.03,4177.68,9264,91
model load,218.02,2513.73,3409.56,7563,46
model load,217.07,2792.17,3720.92,8601,41
model load,217.19,3158.28,4069.89,9204,51
model load,217.65,3241.48,4075.75,9235,41
model load,217.79,2245.97,4483.80,9105,28
model load,306.7,73.31,1645.22,2335,37
model load,225.67,3024.62,3796.93,8282,39
model load,217.01,165.49,1659.48,2682,18
model load,219.8,1907.32,2875.40,6497,37
model load,218.61,3270.17,4053.68,8975,23
model load,218.19,2764.90,3729.26,8639,14
model load,217.55,3066.45,3918.82,6913,50
model load,219.93,3363.67,3800.61,4679,32
model load,217.38,335.35,590.18,768,114
pipeline load,216.63,0.74,229.74,291,0
pipeline load,220.6,1.07,206.71,150,0
pipeline load,237.17,0.34,77.89,122,0
pipeline load,235.34,0.27,88.11,110,0
inference,218.07,1144.15,1373.25,1830,18
inference,217.57,1035.64,1270.14,1710,41
inference,217.9,1190.47,1375.28,1827,0
inference,217.52,1078.96,1263.37,1692,243
inference,218.31,1162.12,1440.70,1901,0
inference,217.69,1172.07,1431.12,1939,224
inference,217.4,1408.73,1824.86,2309,763
inference,217.79,1146.26,1501.96,2016,2442
inference,218.33,1066.90,1344.78,1754,652
inference,219.04,1433.30,3318.09,4186,0
inference,218.79,2567.93,3015.72,4529,3260
inference,217.79,2786.50,2983.58,3820,4077
inference,218.2,2748.58,2976.75,3373,6217
inference,217.4,2852.34,3035.42,3385,7149
inference,217.67,2807.72,2991.14,3583,8372
inference,218.16,2650.56,2831.17,3277,7144
inference,218.16,2759.29,2938.59,3374,6821
inference,217.95,2806.62,3038.27,3629,8187
inference,218.59,2583.50,2763.38,3253,7759
inference,218.18,2785.63,3021.37,3382,6926
inference,217.49,2865.03,3050.58,3591,7819
inference,218.19,2491.12,2690.14,3167,7720
inference,217.95,2898.33,3080.66,3359,6352
inference,217.49,2591.47,2812.88,3462,8314
inference,218.2,2635.66,2815.88,3217,6382
inference,217.76,2782.24,2979.77,3536,7699
inference,218.22,2663.45,2853.13,3203,7104
inference,217.48,2884.70,3067.14,3582,6691
inference,218.42,2434.10,2673.04,3145,7702
inference,217.03,2571.14,2785.78,3377,6281
inference,218.42,2577.16,2767.43,3113,7561
inference,217.02,2866.33,3052.95,3566,6405
inference,218.84,2501.23,2685.71,3116,8515
inference,218.42,2809.31,3026.10,3392,6288
inference,217.63,2498.77,2710.72,3400,8360
inference,218.31,2682.74,2878.22,3252,6465
inference,217.51,2823.17,3196.59,3779,8071
inference,218.32,2538.01,2765.33,3183,6850
inference,217.52,2730.06,2921.34,3457,7498
inference,218.07,2673.67,2858.86,3169,6671
inference,218.03,2503.47,2694.69,3353,7681
inference,217.9,2769.42,2960.76,3474,5270
inference,218.32,2388.34,2638.11,3014,7728
inference,217.43,2736.54,2920.01,3399,6358
inference,218.2,2650.34,2876.71,3222,6756
inference,217.54,2331.96,2558.42,3126,7732
inference,218.42,2716.57,2927.38,3443,5043
inference,218.21,2547.25,2731.20,3070,7115
inference,217.23,2626.70,2806.03,3411,7598
inference,217.07,2746.54,2925.22,3483,4981
inference,218.1,2449.49,2634.17,2985,7749
inference,217.86,2664.92,2905.00,3429,7015
inference,218.02,2726.76,2905.47,3504,5894
inference,218.1,2377.00,2594.94,3003,7678
inference,217.87,2639.73,2828.58,3415,6424
inference,218.25,2773.66,2975.43,3473,6040
inference,217.9,2332.26,2519.06,2960,7615
inference,217.62,2659.29,2837.93,3405,6352
inference,218.1,2836.29,3072.22,3448,6626
inference,218.27,2276.19,2454.93,3037,7744
inference,217.8,2651.09,2873.13,3485,5860
inference,218.34,2673.77,2910.00,3325,6910
inference,217.35,2372.96,2559.44,3230,7772
inference,217.8,2746.80,2932.28,3471,5710
inference,218.14,2597.48,2853.93,3241,7162
inference,217.41,2453.70,2741.54,3431,8201
inference,217.38,2643.47,2826.68,3464,5262
inference,218.33,2491.90,2671.84,2995,7821
inference,218.24,2562.63,2743.70,3423,7621
inference,217.58,2826.51,3040.46,3562,5553
inference,218.13,2235.41,2421.42,2907,8061
inference,218.11,2570.85,2751.04,3411,7202
inference,217.82,2800.01,3045.59,3535,6460
inference,217.7,2270.95,2526.43,3124,8080
inference,217.29,2586.72,2795.86,3438,6472
inference,217.91,2712.30,2900.80,3189,7004
inference,217.43,2285.00,2504.43,3146,8100
inference,217.59,2492.54,2670.64,3323,6057
inference,217.81,2646.04,2925.13,3434,5354
inference,218.55,2585.93,2892.04,3436,6859
inference,218.45,2644.47,2831.96,3227,6822
inference,217.65,2162.37,2352.13,3000,6798
inference,218.15,2614.73,2801.21,3369,6216
inference,217.37,2548.78,2761.44,3372,5340
inference,217.68,2500.86,2691.46,3358,5465
inference,218.13,2647.05,2833.63,3356,6202
inference,217.41,2589.70,2783.57,3362,7166
inference,218.59,2325.66,2506.58,2887,6688
inference,217.79,2373.56,2609.41,3292,6720
inference,218.44,2430.34,2619.77,3278,5634
inference,218.09,2542.15,2734.11,3292,5425
inference,217.44,2555.54,2741.34,3316,5493
inference,218.1,2502.04,2723.50,3379,6908
inference,218.15,2669.49,2860.04,3383,6777
inference,218.06,2361.17,2537.40,2912,6702
inference,217.56,2301.88,2478.15,3153,6727
inference,218.33,2549.27,2727.44,3307,5833
inference,217.52,2492.41,2723.80,3319,5515
inference,217.93,2504.71,2684.20,3327,5646
inference,217.4,2515.81,2695.00,3339,6121
inference,218.29,2672.15,2852.47,3358,6762
inference,218.24,2516.49,2726.73,3354,6743
inference,217.8,2397.16,2576.41,2911,6763
inference,217.52,2292.59,2471.28,3144,6772
inference,218.4,2451.58,2679.15,3251,5986
inference,216.93,2281.11,2616.03,3301,5636
inference,217.76,2399.68,2636.16,3329,5661
inference,218.29,2559.23,2740.44,3257,5731
inference,217.29,2525.17,2741.25,3350,5960
inference,217.99,2529.12,2707.01,3303,6751
inference,217.88,2537.16,2717.49,3314,6688
inference,218.11,2539.51,2747.90,3191,6701
inference,217.58,2245.96,2422.25,2969,6685
inference,217.87,2340.91,2561.57,3241,7183
inference,218.8,2403.97,2582.72,3272,5866
inference,218.76,2492.98,2673.66,3273,5722
inference,217.88,2531.39,2717.56,3300,5741
inference,217.94,2472.09,2648.07,3322,5792
inference,217.59,2519.65,2753.27,3323,6025
inference,217.84,2563.87,2739.48,3323,7197
inference,217.95,2558.24,2746.91,3326,6743
inference,217.87,2548.46,2725.65,3185,6758
inference,217.74,2233.26,2454.65,3017,6779
inference,217.68,2245.32,2427.25,3101,6880
inference,218.69,2467.17,2670.82,3302,6363
inference,218.19,2420.59,2601.04,3254,5922
inference,218.07,2418.27,2599.52,3242,5880
inference,218.33,2503.15,2711.06,3284,5897
inference,217.65,2452.33,2634.96,3267,6041
inference,218.57,2552.49,2729.49,3326,6708
inference,218.27,2587.37,2770.66,3363,6849
inference,218.03,2527.95,2752.49,3334,7257
inference,217.88,2423.07,2595.79,3052,6871
inference,217.16,2251.87,2432.41,3002,6852
inference,218.03,2308.71,2506.89,3201,6930
inference,219.05,2301.31,2485.12,3136,6173
inference,218.41,2412.37,2620.49,3292,5976
inference,217.95,2414.32,2594.91,3225,6076
inference,218.38,2499.60,2733.18,3324,6029
inference,218.64,2382.36,2565.93,3224,6113
inference,217.89,2505.23,2713.16,3309,6380
inference,218.38,2369.15,2558.93,3210,6990
inference,218.92,2517.34,2699.93,3257,7139
inference,218.51,2496.29,2688.73,3277,6865
inference,218.7,2354.15,2535.59,2972,6915
inference,217.85,2233.98,2465.92,3053,6964
inference,218.54,2298.43,2482.32,3180,7455
inference,219.61,2383.69,2600.12,3315,6122
inference,218.72,2439.27,2715.75,3297,6161
inference,218.13,2381.01,2609.32,3292,6186
inference,218.87,2363.98,2605.67,3276,6166
inference,217.85,2425.85,2610.39,3241,6492
inference,218.3,2511.00,2700.56,3262,7009
inference,218.24,2353.62,2535.17,3244,6990
inference,218.5,2474.76,2718.89,3313,7020
inference,218.44,2489.11,2672.42,3145,7556
inference,218.69,2250.54,2435.07,2954,7027
inference,218.35,2184.21,2372.72,3055,7133
inference,219.49,2323.40,2497.30,3176,6824
inference,219.8,2300.29,2521.31,3208,6223
inference,218.55,2325.06,2515.98,3162,6315
inference,219.02,2454.60,2642.65,3228,6282
inference,218.57,2325.80,2512.66,3157,6301
inference,217.7,2315.23,2856.36,3284,6867
inference,218.21,2518.00,3839.68,4734,7129
inference,218.71,2359.32,2550.88,3246,7048
inference,218.33,2491.80,2690.60,3252,7078
inference,218.73,2389.73,3033.06,4211,7113
inference,219.41,2429.31,3027.73,3605,7443
inference,217.94,2184.74,2373.21,2964,7005
tokenizer,216.63,0.65,186.40,129,0
tokenizer,234.21,0.50,115.64,141,0
tokenizer,239.94,0.31,77.50,113,34
tokenizer,231.54,0.33,93.02,125,0
tokenizer,234.8,88.13,194.37,230,0
tokenizer,230.59,202.53,314.53,538,0
model load,216.63,0.53,194.85,138,0
model load,236.88,0.38,98.63,144,0
model load,233.22,0.36,113.19,120,30
model load,235.15,0.38,79.41,115,0
model load,233.62,7.86,132.87,158,0
model load,237.49,116.38,177.91,619,26
model load,220.6,313.37,15624.24,17928,0
model load,217.91,8368.32,8797.24,10936,0
model load,217.22,3423.38,3885.49,7753,32
model load,218.24,3635.74,4149.28,7771,83
model load,218.42,4125.79,4724.48,9596,73
model load,217.96,4045.36,4583.70,9126,96
model load,217.66,3776.89,4262.15,8784,64
model load,219.45,3772.38,4333.92,8435,60
model load,217.47,3791.49,4373.14,8944,105
model load,217.88,4198.47,4698.46,9675,74
model load,218.32,3591.52,4071.31,7691,64
model load,217.62,4045.17,4653.18,9475,73
model load,217.88,3218.63,3688.04,7270,124
model load,219.24,4199.11,4762.92,9574,73
model load,218.49,3536.00,4054.65,7950,87
model load,218.17,4053.98,4605.56,9250,69
model load,217.1,3565.48,4120.51,8052,96
model load,217.49,4084.42,4627.49,9688,111
model load,219.39,3270.41,3863.21,7671,74
model load,218.68,3184.63,3981.42,9503,77
model load,217.03,3142.87,4023.04,9367,14
model load,218.15,3232.28,3979.33,8806,65
model load,219.01,2996.63,3726.76,8794,50
model load,217.92,2802.73,3600.47,7921,32
model load,216.74,1782.67,2282.81,4434,28
model load,216.81,3027.83,4045.78,8722,55
model load,217.05,2362.58,3842.43,9210,0
model load,218.24,1383.52,3156.78,7221,51
model load,255.11,28.28,3770.80,6672,27
model load,630.1,1640.37,1041.22,2254,43
model load,217.15,2974.79,3722.80,8321,5
model load,217.63,643.37,2278.73,4200,32
model load,218.6,2689.78,5589.52,10361,0
model load,216.83,3230.59,4005.30,9745,91
model load,217.73,3200.35,4082.89,9645,14
model load,219.38,3099.27,3850.24,8483,37
model load,216.77,2562.50,3407.28,7976,32
model load,218.18,3192.92,4082.13,8983,32
model load,217.6,4794.93,5384.30,7808,82
model load,217.52,61.89,1966.29,3646,101
model load,306.42,154.95,1378.20,2056,32
model load,217.82,4131.20,4566.18,5977,16
model load,218.42,2410.34,3496.23,7801,101
model load,231.67,728.39,2076.94,3893,23
model load,219.21,3253.43,4032.79,9544,56
model load,217.96,2827.07,3928.46,8914,14
model load,217.83,477.86,901.05,1180,87
pipeline load,216.61,0.64,210.93,166,0
pipeline load,236.99,0.59,153.54,338,0
pipeline load,230.52,0.65,203.91,247,55
pipeline load,235.93,0.36,275.46,309,0
inference,217.97,1036.26,1226.25,1633,0
inference,217.83,1134.08,1313.94,1754,0
inference,217.45,1168.61,1963.71,1858,0
inference,217.47,1090.18,1355.97,1775,248
inference,217.7,1147.88,1335.50,1856,78
inference,217.46,1118.52,1386.50,1849,243
inference,217.54,1255.12,1497.10,1944,0
inference,217.42,1250.05,1432.68,1950,703
inference,217.96,1116.28,1839.64,2386,1039
inference,217.6,1325.27,1636.87,2073,32
inference,217.11,1123.31,1276.95,1902,855
inference,218.29,962.15,1154.85,1498,654
inference,218.36,1166.95,1417.27,1946,0
inference,217.56,1537.41,1777.40,2381,1658
inference,216.85,1393.52,1576.48,2301,1848
inference,217.86,2295.25,2678.74,3943,793
inference,217.46,2491.71,2684.86,3320,3020
inference,218.27,2734.45,2914.81,3322,5744
inference,217.19,2863.29,3049.46,3393,7138
inference,217.56,2797.80,3059.51,3673,8481
inference,218.2,2641.42,2821.89,3281,7216
inference,218.15,2704.09,2888.39,3310,6856
inference,218.18,2788.64,2972.91,3593,8187
inference,218.38,2610.56,2792.17,3215,7228
inference,218.14,2733.05,2956.11,3356,6883
inference,217.49,2779.58,2972.56,3536,8348
inference,218.16,2604.54,2832.33,3218,7440
inference,216.98,2826.98,3009.81,3535,6335
inference,218.17,2511.02,2696.52,3144,8171
inference,218.01,2793.56,2988.51,3325,6211
inference,217.67,2671.78,2860.47,3459,8266
inference,218.15,2616.05,2886.70,3411,6248
inference,217.46,2820.08,3024.25,3642,7742
inference,218.28,2489.49,3354.53,3349,7132
inference,217.57,2683.78,2991.01,3603,6771
inference,219.19,2582.91,2763.96,3112,7188
inference,217.56,2843.36,3038.94,3553,6889
inference,218.66,2467.17,2737.68,3361,7570
inference,216.81,2888.55,3649.07,4170,6526
inference,217.68,2473.82,2906.17,3762,8547
inference,219.67,2615.06,4136.89,5244,6307
inference,218.24,2474.57,2938.12,3574,7989
inference,217.63,2697.36,3219.75,3988,6603
inference,218.01,2440.17,2879.54,3491,7949
inference,217.77,2345.28,4947.75,6571,7027
inference,217.54,2676.01,3316.91,4050,5253
inference,217.78,2506.51,2886.84,3605,7401
inference,217.9,2452.85,3177.22,3924,7255
inference,216.78,2649.78,3009.33,3667,5654
inference,218.15,2473.16,2770.77,3177,7399
inference,217.89,2626.46,2848.14,3649,7380
inference,218.93,2435.42,4209.73,5746,5549
inference,218.71,2514.42,3835.41,4943,7441
inference,219.14,2313.75,3781.28,4837,7444
inference,217.71,2531.80,3614.05,4598,6357
inference,216.97,2515.55,3725.29,4802,5585
inference,218.06,2665.06,3330.51,3898,7545
inference,217.58,2419.65,2792.84,3530,7984
inference,217.52,2547.09,6432.70,7815,5143
inference,217.85,2689.13,2872.76,3470,6441
inference,218.17,2358.95,3408.54,5092,7615
inference,218.68,2560.23,3532.42,4811,6555
inference,218.06,2199.27,2462.50,3004,5807
inference,218.64,2660.62,2889.48,3412,5164
inference,218.12,2171.92,3948.94,5580,7762
inference,217.43,2517.30,11237.32,9870,6955
inference,218.0,2480.09,7599.20,10775,5551
inference,219.67,2517.75,8498.46,12637,6307
inference,220.43,2402.09,8102.73,12331,6974
inference,221.29,2364.41,9416.70,12929,6986
inference,220.86,2182.55,8354.18,11976,6073
inference,218.39,2511.34,8159.95,12565,5945
inference,218.82,2467.63,6798.01,10328,5504
inference,219.74,2375.20,5466.12,7618,7234
inference,221.19,2544.72,3517.50,3992,8724
inference,218.31,2485.14,3160.55,4159,7672
inference,218.41,2518.54,4887.50,6584,5446
inference,219.9,2286.49,4236.63,5825,7820
inference,220.11,2493.12,4281.13,5506,7822
inference,218.51,2276.78,4243.95,5766,7346
inference,218.8,2426.24,4285.39,5539,6274
inference,218.29,2489.81,5267.91,6761,5800
inference,219.06,2615.55,4472.79,5309,7751
inference,219.18,2162.05,3956.14,5470,7920
inference,218.9,2381.65,4357.74,5980,6725
inference,219.27,2439.42,4471.60,6275,6706
inference,219.11,2269.96,4693.34,6275,6298
inference,219.6,2537.57,3829.72,4845,7006
inference,219.27,2377.86,4533.27,5947,6498
inference,220.05,2363.56,3827.50,4885,7000
inference,219.33,2684.55,2981.37,3497,6953
inference,218.71,2192.64,2418.22,3059,6625
inference,218.9,2437.15,2652.27,3426,6570
inference,218.31,2525.54,3682.70,4517,5350
inference,218.06,2242.19,4595.41,6590,5598
inference,218.67,2384.43,3148.67,3841,7282
inference,218.47,2424.61,2668.73,3415,5625
inference,218.37,2612.18,2858.95,3444,6156
inference,218.43,2535.60,2921.02,3777,6654
inference,219.01,2423.31,4160.52,5552,7032
inference,220.16,2297.24,3407.00,4533,6109
inference,218.95,2403.18,4112.94,3910,7490
inference,218.46,2206.61,2491.57,3374,6371
inference,219.09,2479.57,2725.53,3419,5887
inference,218.29,2224.36,3270.94,4645,5486
inference,217.76,2450.07,3319.54,4289,5374
inference,218.46,2177.03,4064.79,5443,5722
inference,217.79,2408.27,4453.69,5689,7122
inference,218.57,2405.13,3173.17,4250,6359
inference,219.01,2479.46,2745.44,3571,5659
inference,218.66,2506.04,2740.34,3485,5580
inference,218.48,2559.80,2937.92,3735,6577
inference,218.56,2522.80,2885.04,3807,6595
inference,219.67,2515.87,2839.76,3564,6442
inference,218.44,2401.14,2726.97,3365,6874
inference,217.84,2232.33,2675.65,3622,6556
inference,218.98,2412.72,2769.18,3521,6275
inference,218.51,2382.31,3700.58,5130,5690
inference,218.74,2416.42,3668.52,4485,5853
inference,218.73,2501.42,2727.35,3360,5710
inference,218.62,2411.45,2608.82,3357,5683
inference,218.12,2591.45,2783.12,3338,5809
inference,218.65,2545.98,2809.22,3448,6652
inference,218.69,2577.51,2771.83,3402,7157
inference,218.83,2526.56,2719.90,3249,6639
inference,218.68,2270.72,2500.02,3059,6672
inference,218.22,2254.54,2448.17,3221,6754
inference,219.03,2420.00,2635.17,3347,6255
inference,218.62,2555.14,3936.82,4972,5789
inference,219.19,2470.26,2711.46,3394,5805
inference,219.04,2423.73,2633.74,3378,5817
inference,218.55,2498.05,2945.84,3766,5821
inference,218.57,2455.19,2672.31,3459,6575
inference,218.82,2567.28,2764.55,3391,6698
inference,218.71,2525.42,2755.44,3393,6727
inference,218.63,2548.38,2746.65,3165,7142
inference,217.6,2304.12,5168.12,6305,6852
inference,218.11,2250.02,2451.78,3173,6425
inference,219.52,2412.58,2615.60,3298,6593
inference,219.13,2502.14,2701.99,3340,5890
inference,218.69,2390.67,2604.81,3370,5910
inference,219.52,2446.56,2722.39,3435,5940
inference,219.49,2430.32,2632.78,3362,5967
inference,219.36,2542.37,2763.32,3378,6574
inference,219.25,2527.44,2721.86,3320,6815
inference,219.03,2562.33,2793.20,3410,6855
inference,219.13,2536.31,2731.33,3213,7255
inference,218.86,2297.88,2491.84,3052,6864
inference,218.46,2233.44,2430.46,3140,6872
inference,219.45,2384.73,2572.99,3304,6656
inference,219.81,2454.79,2692.89,3312,6015
inference,219.05,2422.66,2620.45,3305,6037
inference,219.48,2429.12,2627.95,3290,6053
inference,219.17,2372.93,2576.04,3285,6064
inference,218.99,2497.18,2733.14,3365,6757
inference,219.56,2505.58,2712.73,3311,6863
inference,218.98,2536.86,2731.27,3347,7383
inference,219.22,2526.01,2721.86,3161,6932
inference,218.89,2228.17,2421.62,3015,6920
inference,218.57,2218.14,2459.10,3166,7438
inference,220.21,2376.70,2558.47,3238,6625
inference,219.73,2388.57,2614.93,3350,6130
inference,218.82,2376.41,2578.28,3268,6180
inference,219.84,2468.72,2667.88,3275,6192
inference,218.86,2124.54,2468.20,3148,6191
inference,219.55,2361.24,2562.73,3288,6209
inference,218.45,2447.16,2682.06,3314,6436
inference,219.07,2503.47,2703.03,3296,7036
inference,219.4,2460.35,2668.11,3341,7039
inference,219.34,2331.11,2525.44,3273,7470
inference,219.37,2455.44,2675.53,3041,7103
inference,218.51,2216.69,2417.09,3007,7038
inference,218.7,2210.79,2408.74,3169,7624
inference,219.76,2371.05,2558.09,3245,6594
inference,219.97,2394.72,2598.27,3223,6289
inference,219.26,2243.07,2484.51,3261,6296
inference,219.7,2411.04,2616.57,3213,6353
inference,219.21,2327.52,2525.48,3170,6336
inference,218.47,2304.40,2499.61,3209,6925
inference,219.09,2462.95,2685.40,3273,7090
tokenizer,215.72,0.63,174.05,125,0
tokenizer,235.12,0.56,75.96,94,0
tokenizer,229.12,0.29,76.67,96,0
tokenizer,232.36,0.27,126.98,189,0
tokenizer,233.49,104.27,190.98,360,30
model load,216.71,0.65,221.64,162,0
model load,235.43,0.40,118.33,144,0
model load,238.11,0.28,73.64,122,8
model load,233.38,0.33,94.54,107,0
model load,233.21,7.61,105.77,120,0
model load,239.19,664.06,6950.95,8771,0
model load,218.71,14176.75,14384.11,15678,46
model load,216.59,3598.41,4136.04,7623,0
model load,218.06,4089.35,4637.35,9222,65
model load,218.76,3547.36,4424.64,8169,92
model load,218.44,4121.18,5066.68,9810,78
model load,218.41,3490.50,3977.18,7875,165
model load,216.98,4140.96,4745.73,9770,87
model load,218.32,3605.02,4086.55,7997,88
model load,218.27,4117.82,4751.89,9374,60
model load,219.15,3663.54,4152.95,7944,105
model load,217.79,4134.67,4731.96,9385,68
model load,217.19,3544.90,4074.06,7993,115
model load,218.08,4031.28,4522.10,9680,55
model load,218.09,3894.71,4429.54,8643,78
model load,217.43,3839.75,4391.71,8555,69
model load,218.2,4132.13,4721.90,9294,74
model load,218.68,3068.46,3535.20,6919,105
model load,218.71,4017.32,4597.15,9049,50
model load,217.93,2971.13,3666.42,7970,73
model load,218.11,3109.11,3907.92,9023,46
model load,216.93,2968.07,3730.21,8814,32
