event,timestamp,python3.11,ALL_TASKS,cpu,gpu
pipeline load,219.65,313.48,634.15,3660,36
pipeline load,218.56,324.87,617.95,3560,5
pipeline load,220.86,348.48,705.98,3708,41
pipeline load,219.05,323.12,590.10,3501,23
pipeline load,220.66,598.97,850.68,3227,46
pipeline load,217.56,315.72,590.15,3581,18
pipeline load,219.8,325.96,602.29,3612,28
pipeline load,220.47,319.09,586.29,3506,32
pipeline load,220.72,320.41,581.02,3534,23
pipeline load,219.59,343.59,609.97,3516,45
pipeline load,219.18,427.10,679.18,3039,18
pipeline load,219.54,473.43,746.44,3448,0
pipeline load,220.6,314.01,580.23,3472,50
pipeline load,218.96,314.49,610.33,3558,27
pipeline load,219.47,317.36,584.66,3568,23
pipeline load,220.18,301.33,697.29,3910,23
pipeline load,219.83,355.51,619.42,3516,23
pipeline load,220.3,599.96,853.27,3291,23
pipeline load,217.43,325.02,598.80,3541,14
pipeline load,219.65,321.12,592.49,3542,32
pipeline load,220.32,320.42,597.16,3522,27
pipeline load,220.91,323.28,586.29,3544,18
pipeline load,220.73,321.24,589.07,3493,32
pipeline load,220.4,626.54,911.98,3353,23
pipeline load,217.29,333.93,621.56,3673,18
pipeline load,220.36,325.41,607.45,3558,28
pipeline load,220.8,314.52,613.35,3696,23
pipeline load,220.36,301.42,641.50,3599,27
pipeline load,220.6,335.09,625.96,3527,14
pipeline load,218.49,325.24,588.95,3552,45
pipeline load,219.56,347.42,2329.59,4140,23
pipeline load,218.94,366.04,1475.83,4234,0
pipeline load,217.16,311.46,1092.80,4522,27
pipeline load,217.02,312.70,806.53,4073,37
pipeline load,219.41,295.88,1018.68,4252,18
pipeline load,217.65,301.96,950.57,4117,27
pipeline load,217.64,295.45,931.19,4094,18
pipeline load,219.88,312.11,1135.48,4411,28
pipeline load,217.29,62.61,1417.96,3162,32
pipeline load,216.89,247.47,1749.23,3426,0
pipeline load,217.85,347.13,1626.40,3805,0
pipeline load,217.27,301.85,903.73,4119,5
pipeline load,220.42,334.11,619.05,3462,23
pipeline load,220.97,673.83,1686.39,4141,27
pipeline load,218.03,329.08,1602.85,4935,32
pipeline load,217.31,360.49,682.29,3677,9
pipeline load,217.96,326.90,608.04,3542,55
pipeline load,220.18,596.69,856.60,3356,37
pipeline load,217.48,321.80,611.79,3729,14
pipeline load,220.08,303.61,2515.24,7170,14
pipeline load,219.38,323.75,4397.03,8784,168
pipeline load,217.51,331.60,1449.86,5397,542
pipeline load,218.02,316.87,2164.53,6091,326
pipeline load,218.91,342.97,937.29,4376,307
pipeline load,218.95,546.06,3766.05,7161,301
pipeline load,217.98,279.37,1903.25,5276,123
pipeline load,219.52,285.33,697.61,3827,14
pipeline load,220.4,316.20,716.53,3929,55
pipeline load,220.16,315.99,628.72,3629,23
pipeline load,220.78,330.33,775.54,3827,32
pipeline load,220.24,314.80,786.86,3850,27
pipeline load,217.31,596.24,1779.03,4703,23
pipeline load,218.07,304.46,4923.94,6837,74
pipeline load,218.33,297.98,1696.82,5446,330
pipeline load,217.74,311.55,1157.23,4785,376
pipeline load,219.55,310.94,1109.97,4491,253
pipeline load,219.02,460.54,1029.60,1845,305
inference,218.26,1126.20,1387.61,1924,46
inference,218.97,1055.40,1414.48,1987,46
inference,216.86,1550.23,1821.33,2393,46
inference,218.12,1260.63,1477.32,1962,2993
inference,217.73,2393.40,2688.78,3867,1073
inference,217.49,2758.92,3059.04,4350,6568
inference,217.09,3063.53,3269.48,3717,4051
inference,217.92,2827.57,3058.65,3712,7780
inference,218.18,2903.95,3113.88,3635,7452
inference,218.17,2765.99,2979.26,3603,6967
inference,218.41,2889.16,3100.99,3553,6917
inference,217.27,2911.19,3118.14,3590,7129
inference,217.67,2915.13,3123.79,3767,8091
inference,218.04,2756.09,2984.83,3609,7084
inference,218.09,2883.93,3096.84,3604,7315
inference,218.13,2863.66,3382.92,4442,7006
inference,218.59,2872.05,3436.22,4685,7216
inference,218.71,2734.21,3165.99,4051,6963
inference,218.27,2827.00,3123.05,4000,6108
inference,217.19,2885.13,3090.63,3720,7569
inference,218.19,2802.96,3251.21,3598,7081
inference,218.12,2774.27,3140.10,3677,6206
inference,217.5,2968.21,3193.66,3775,7542
inference,218.27,2557.48,2812.93,3386,6800
inference,217.14,2994.41,3210.07,3670,5796
inference,217.78,2672.10,2886.18,3646,8013
inference,218.32,2840.16,3050.31,3545,6359
inference,217.23,2984.18,3792.44,4254,6733
inference,217.32,2766.24,3268.98,4008,8286
inference,218.06,2743.43,3674.65,5343,6562
inference,217.93,2966.63,3369.07,4194,6223
inference,218.03,2589.19,2795.58,3523,8173
inference,218.19,2924.29,3124.24,3529,5403
inference,218.11,2775.02,2995.79,3631,7622
inference,218.32,2768.30,2979.56,3472,5653
inference,217.32,2705.29,3303.47,4730,7164
inference,218.43,2771.44,5270.78,8767,5375
inference,219.35,2555.42,3934.83,5430,7000
inference,217.27,2745.36,5100.70,7231,4946
inference,218.16,2713.82,2939.06,3502,6563
inference,217.84,2841.77,3055.14,3654,6417
inference,218.55,2771.82,2980.75,3477,6004
inference,217.91,2796.13,3022.43,3694,6978
inference,218.28,2844.46,3198.70,3706,5534
inference,217.83,2622.10,3300.70,4159,7523
inference,218.01,2955.47,3524.66,4137,5187
inference,218.46,2717.35,2925.57,3484,7587
inference,216.41,2904.99,3124.14,3743,4816
inference,218.36,2593.80,2811.84,3435,7541
inference,217.67,2818.86,3031.89,3712,5610
inference,218.31,2761.34,3009.49,3523,6836
inference,217.57,2770.26,2997.36,3746,6386
inference,217.95,2612.64,7197.88,9213,6550
inference,218.81,2750.13,3369.86,3647,6667
inference,217.25,2977.35,3189.69,3784,5009
inference,218.38,2601.65,2812.47,3448,7664
inference,218.04,2911.55,3125.36,3765,5344
inference,218.13,2627.82,2863.26,3480,7467
inference,217.95,2877.11,3094.89,3790,5900
inference,218.28,2704.83,2925.98,3495,7396
inference,217.94,2765.93,2992.85,3753,6084
inference,218.29,2677.53,2889.63,3431,6965
inference,217.54,2871.46,3084.84,3760,6533
inference,218.51,2627.95,2839.52,3446,6670
inference,218.08,2887.86,3111.44,3765,6906
inference,218.32,2616.98,2834.19,3440,6846
inference,218.31,2807.32,3307.07,4081,6765
inference,218.66,2769.14,2988.60,3640,6275
inference,218.22,2562.47,2776.47,3437,6732
inference,218.05,2742.68,2964.52,3632,5233
inference,217.79,2827.84,3037.61,3673,4802
inference,218.54,2754.46,3010.44,3542,6694
inference,217.46,2515.33,2740.74,3564,6676
inference,217.27,2693.85,2916.33,3622,4801
inference,217.14,2869.58,3080.89,3707,4722
inference,218.44,2755.71,2971.01,3456,6705
inference,217.51,2506.49,2711.58,3503,6679
inference,217.42,2701.79,2920.38,3587,5057
inference,217.36,2772.95,2979.43,3644,4995
inference,218.23,2784.03,3013.59,3551,6579
inference,217.99,2376.25,2594.72,3413,6539
inference,217.65,2431.78,2809.65,3786,5234
inference,217.89,2633.86,2900.06,3653,4696
inference,217.22,2734.49,2953.48,3683,4580
inference,218.23,2822.82,3036.88,3638,6523
inference,218.24,2531.25,2736.78,3386,7066
inference,217.36,2734.37,2955.11,3639,5237
inference,218.06,2756.37,2966.80,3673,4753
inference,218.14,2842.67,3052.58,3727,5916
inference,218.55,2551.04,3055.37,3921,6665
inference,219.18,2483.72,3020.58,3718,6479
inference,217.97,2692.34,2913.76,3643,4745
inference,217.96,2736.29,2951.53,3689,4822
inference,218.8,2836.43,3055.07,3734,6097
inference,218.23,2539.15,2763.84,3382,6668
inference,217.94,2697.84,2930.67,3703,6369
inference,217.97,2712.99,2924.22,3675,4827
inference,217.62,2794.62,3030.77,3759,4914
inference,218.56,2821.15,3035.07,3729,6599
inference,218.58,2478.06,2692.94,3386,6520
inference,218.1,2725.36,2941.33,3700,6135
inference,218.07,2743.69,2952.75,3705,4860
inference,218.09,2790.74,3005.75,3719,4989
inference,218.31,2873.95,3078.58,3742,6653
inference,218.34,2501.90,2745.08,3527,6665
inference,218.59,2721.43,2937.41,3724,6078
inference,218.4,2736.42,2949.03,3700,4900
inference,217.52,2801.58,4834.21,3967,5179
inference,218.32,2741.56,3164.55,3930,6565
inference,218.16,2623.83,5351.43,3552,6477
inference,217.75,2556.91,2912.60,3807,6546
inference,218.56,2737.61,2950.21,3706,4997
inference,217.62,2696.68,2916.00,3736,4969
inference,218.66,2594.04,2825.88,3558,6075
inference,217.28,2913.55,3125.28,3751,5977
inference,217.85,2451.69,4031.56,5958,6701
inference,219.52,2530.61,3220.81,4059,6100
inference,218.57,2646.89,2887.24,3756,5817
inference,218.82,2673.79,3021.53,3912,5001
inference,218.11,2823.47,3282.58,4333,5050
inference,218.73,2708.97,3163.98,4110,6478
inference,218.89,2690.97,3646.54,5217,6487
inference,220.04,2510.06,4670.85,7453,6081
inference,220.83,2413.53,3753.39,5027,5612
inference,225.17,2259.47,3892.07,5232,5217
inference,220.05,2228.46,4468.12,7112,4956
inference,220.89,1161.30,3485.37,6021,4144
inference,217.55,1726.10,3627.31,5231,2146
inference,219.57,2397.01,3705.70,4828,4367
inference,217.86,2098.19,4095.30,5779,4910
inference,219.65,2292.93,4593.16,6260,5540
inference,218.66,2479.73,3186.74,4271,5591
inference,218.9,2751.24,3106.81,3952,5131
inference,218.92,2691.46,3188.38,4230,5112
inference,218.81,2760.48,3559.94,4730,5856
inference,218.49,2733.88,3958.87,5904,6983
inference,219.36,2616.16,3409.25,4518,6362
inference,217.13,2598.74,3280.26,4605,6674
inference,218.24,2602.60,4324.09,6630,5227
inference,219.24,2668.04,3096.23,3886,5306
inference,218.37,2702.01,3838.38,5527,5359
inference,218.97,2884.09,3432.29,4517,6736
inference,219.85,2695.23,3802.41,5631,6649
inference,219.98,2420.44,3758.37,4959,7068
inference,219.04,2654.97,4544.84,6994,5491
inference,218.97,2639.83,3188.16,4243,5314
inference,218.32,2637.41,4093.14,6124,5247
inference,218.43,2832.68,3952.08,6020,6500
inference,219.99,2733.41,3851.07,5728,6716
inference,221.01,2444.83,3699.80,4968,7096
inference,219.08,2545.06,5035.95,7819,6058
inference,219.47,2481.19,5309.87,8580,5295
inference,220.42,2215.51,8457.28,13352,5463
inference,224.96,2352.90,7620.27,11673,6079
inference,218.75,2395.94,3342.25,4631,5388
tokenizer,216.4,0.72,336.24,356,0
tokenizer,251.29,0.49,114.24,191,0
tokenizer,242.68,0.30,339.72,565,0
tokenizer,247.26,0.35,271.81,400,62
tokenizer,242.01,71.88,286.35,426,24
tokenizer,252.49,0.32,273.87,491,17
tokenizer,249.61,0.42,373.03,469,8
tokenizer,254.42,0.31,311.62,464,24
tokenizer,238.79,1.68,186.52,276,24
tokenizer,255.69,121.14,336.49,497,0
tokenizer,235.98,2.87,305.96,479,8
tokenizer,246.61,0.29,360.14,454,21
pipeline load,216.71,0.66,217.59,189,0
pipeline load,251.89,0.35,141.25,226,0
pipeline load,252.27,0.33,163.37,222,0
pipeline load,249.16,0.54,507.56,803,0
pipeline load,241.5,32.40,296.93,526,88
pipeline load,238.96,377.04,3969.74,5980,8
pipeline load,216.84,318.61,1524.44,4911,29
pipeline load,219.7,603.75,1162.98,3687,74
pipeline load,218.3,319.49,798.39,4022,55
pipeline load,220.21,317.05,710.12,3805,50
pipeline load,219.01,327.19,923.37,4265,27
pipeline load,217.5,329.69,883.28,4189,50
pipeline load,217.41,596.57,1213.16,3988,55
pipeline load,217.82,337.50,911.81,4173,28
pipeline load,217.37,318.58,1022.81,3938,60
pipeline load,219.58,323.37,1477.84,4595,18
pipeline load,220.2,325.97,642.07,3615,36
pipeline load,220.07,330.26,643.99,3603,27
pipeline load,217.74,594.73,863.11,3421,9
pipeline load,217.76,322.84,850.34,4087,41
pipeline load,219.13,328.66,736.54,3884,83
pipeline load,218.99,328.40,636.61,3918,41
pipeline load,220.45,316.49,813.44,4087,23
pipeline load,219.96,344.39,822.62,3942,23
pipeline load,217.84,434.95,761.89,3094,64
pipeline load,220.79,458.55,858.94,3596,9
pipeline load,220.13,325.77,703.11,3780,32
pipeline load,219.95,317.37,746.43,3792,36
pipeline load,220.49,316.23,910.43,4132,18
pipeline load,217.83,344.70,765.87,3893,68
pipeline load,217.38,514.83,1033.11,3883,32
pipeline load,217.68,410.92,931.20,4029,46
pipeline load,220.71,330.44,800.65,3969,28
pipeline load,220.61,319.60,750.00,3894,63
pipeline load,221.01,326.19,962.87,4126,36
pipeline load,217.78,316.94,606.88,3618,50
pipeline load,219.16,346.87,619.53,3564,23
pipeline load,219.88,594.41,1040.81,3388,18
pipeline load,217.99,327.70,1048.69,4285,18
pipeline load,220.41,322.35,633.06,3652,50
pipeline load,217.86,330.90,651.04,3773,32
pipeline load,218.43,310.31,591.46,3598,32
pipeline load,220.72,344.43,616.76,3493,5
pipeline load,220.4,587.48,884.01,3421,45
pipeline load,216.82,325.41,605.93,3588,23
pipeline load,221.17,310.64,838.48,3943,32
pipeline load,218.41,324.00,1269.79,4212,14
pipeline load,219.63,303.04,763.64,3934,27
pipeline load,218.59,296.41,972.00,4044,18
pipeline load,217.31,345.87,1396.28,4234,105
pipeline load,221.49,60.68,1774.32,3075,69
pipeline load,233.94,303.89,2144.63,3945,0
pipeline load,217.62,164.59,1986.99,4926,4
pipeline load,217.25,290.11,901.24,4111,28
pipeline load,219.94,244.66,1409.34,4906,14
pipeline load,217.91,122.74,1690.53,3823,14
pipeline load,231.61,301.23,1518.87,5017,9
pipeline load,219.82,311.66,1418.17,4977,26
pipeline load,220.18,314.39,1260.12,4555,45
pipeline load,217.46,300.67,936.26,4148,18
pipeline load,219.32,282.35,1599.41,3980,23
pipeline load,217.73,280.65,1953.13,3638,78
pipeline load,218.22,315.04,1266.77,4670,23
pipeline load,219.14,314.43,1771.74,5289,46
pipeline load,218.74,316.92,1308.82,4988,32
pipeline load,217.7,313.77,1418.38,5113,78
pipeline load,218.71,314.83,1301.17,4815,37
pipeline load,218.92,312.80,1310.27,4678,101
pipeline load,217.48,185.80,2203.35,5591,105
pipeline load,285.18,231.63,1751.00,2756,23
pipeline load,217.97,307.83,1922.40,4446,18
pipeline load,217.33,284.29,846.44,3929,41
pipeline load,220.9,282.96,1190.64,4432,9
pipeline load,217.99,678.17,1557.91,4188,109
pipeline load,218.55,334.99,2467.39,5770,37
pipeline load,219.44,372.85,2438.72,6015,0
pipeline load,219.11,343.17,1808.95,5321,77
pipeline load,218.12,602.40,1127.57,4025,59
pipeline load,217.63,319.92,1416.46,4710,37
pipeline load,218.46,335.22,925.48,4175,46
pipeline load,218.69,325.87,911.52,4330,110
pipeline load,217.91,325.52,1698.18,5066,37
pipeline load,219.9,337.93,886.39,3952,55
pipeline load,219.88,603.88,1206.13,3875,41
pipeline load,217.53,335.80,929.15,4243,77
pipeline load,217.34,319.26,764.89,3860,46
pipeline load,219.01,336.10,1134.10,4434,41
pipeline load,217.9,334.32,699.29,3864,73
pipeline load,219.34,316.77,699.53,3729,32
pipeline load,219.78,515.57,778.32,3367,27
pipeline load,217.4,424.52,690.97,3519,14
pipeline load,219.81,320.33,599.12,3539,9
pipeline load,219.53,312.46,629.51,3653,50
pipeline load,216.51,328.59,1022.96,4240,14
pipeline load,218.71,512.35,908.74,2039,37
pipeline load,219.51,8.38,188.47,246,9
inference,217.84,1066.37,1285.64,1800,129
inference,218.65,1133.55,1355.88,1848,129
inference,217.66,1019.26,1245.82,1737,9
inference,217.7,1435.75,1645.15,2154,0
inference,217.46,959.28,1600.32,2239,2402
inference,218.55,1030.89,2047.65,2782,41
inference,216.62,1078.17,1621.96,2262,512
inference,218.15,1091.93,1550.23,2099,111
inference,218.27,1399.19,2036.47,2708,921
inference,218.0,2406.03,2793.37,4330,2456
inference,217.44,2555.95,2906.97,3808,4239
inference,217.52,2928.14,3381.01,4009,3569
inference,218.12,2854.62,3425.00,4268,7976
inference,218.13,2624.28,4467.94,6084,7088
inference,219.25,2716.21,5611.63,8114,6294
inference,217.61,2808.38,3592.21,6539,6787
inference,218.88,2698.68,3297.52,6099,7362
inference,218.18,2803.06,3421.80,6178,6373
inference,217.5,2846.09,3570.16,6460,6614
inference,218.54,2773.02,3514.71,6392,8069
inference,218.71,2736.08,3240.61,5967,6941
inference,218.7,2739.57,4108.12,7289,6479
inference,217.77,2470.55,3024.99,5235,7289
inference,218.09,2729.57,3470.00,4475,5161
inference,217.51,2749.03,3780.99,4777,7474
inference,218.28,2699.13,3960.26,5049,6662
inference,217.51,2757.39,3733.48,4708,6139
inference,218.02,2590.69,3418.94,4335,6864
inference,217.6,2739.74,3875.88,4949,5734
inference,217.68,2796.38,3267.11,3969,7316
inference,218.51,2784.48,3386.27,4119,6170
inference,218.15,2653.66,3177.36,4061,7473
inference,218.33,2786.39,3348.85,4076,5991
inference,217.52,2923.25,3495.87,4276,6619
inference,217.84,2592.39,3073.78,3879,7305
inference,217.37,2814.90,4156.49,5346,6583
inference,218.73,2652.03,3355.20,4480,7407
inference,218.34,2801.28,3574.13,4644,6314
inference,217.71,2743.13,3491.39,4621,6499
inference,219.23,2668.38,3439.25,4416,5962
inference,218.08,2672.28,3605.90,4746,6911
inference,217.92,2909.09,3495.95,4079,5017
inference,218.02,2136.29,8029.72,9907,7567
inference,218.47,2476.97,6210.41,7251,5477
inference,216.74,2720.77,3307.53,4295,4875
inference,217.85,2627.79,3304.98,4026,7516
inference,217.86,2888.62,3408.07,4113,5890
inference,217.36,2603.29,2871.59,3589,6674
inference,217.59,2638.07,3343.27,4320,6257
inference,218.44,2859.79,3468.43,4326,5244
inference,218.58,2461.77,3117.57,3994,7238
inference,217.79,2816.66,3041.85,3728,5042
inference,218.3,2655.30,3264.48,4013,6658
inference,217.91,2663.88,3105.20,3878,6784
inference,218.06,2736.81,4194.48,5196,5810
inference,218.37,2663.03,2910.64,3526,7310
inference,217.96,2889.33,3108.17,3753,5111
inference,218.13,2652.39,3016.87,3677,7194
inference,217.7,2806.98,3070.80,3808,6038
inference,218.43,2725.54,2961.44,3544,6909
inference,216.95,2740.25,3329.77,4264,6277
inference,218.44,2803.94,3391.32,4125,5928
inference,217.41,2590.86,3185.79,4135,7261
inference,217.35,2846.94,3254.82,4017,4678
inference,218.38,2630.99,2864.86,3526,7637
inference,217.38,2849.94,3304.78,4103,5674
inference,218.8,2699.31,3070.41,3665,7002
inference,217.68,2800.40,3043.80,3776,6403
inference,218.46,2674.10,3117.67,3804,6877
inference,217.89,2819.96,3209.35,3938,6573
inference,218.46,2633.78,2892.76,3584,6434
inference,217.97,2726.17,3272.12,4166,7054
inference,217.33,2809.29,3414.53,4012,5817
inference,217.93,2561.58,6670.80,8838,7698
inference,217.64,2649.96,7458.78,8266,5176
inference,218.37,2879.96,3328.36,3870,6447
inference,217.72,2545.18,3091.38,4115,6686
inference,217.92,2581.14,3177.40,4029,4703
inference,217.92,2763.67,3126.38,3864,4667
inference,218.2,2736.96,3386.66,4235,6700
inference,218.51,2592.25,3094.38,3817,6503
inference,217.85,2523.73,3268.24,4177,5126
inference,217.07,2617.20,2950.88,3755,4636
inference,217.68,2726.36,2960.84,3707,5026
inference,218.24,2686.86,2914.01,3437,6661
inference,218.15,2574.54,2896.33,3708,6749
inference,217.89,2699.95,3074.51,3832,4648
inference,217.49,2632.52,3082.71,4083,5039
inference,218.66,2804.08,3887.24,4605,6428
inference,218.23,2437.68,2923.05,3771,6375
inference,218.0,2584.12,3587.45,4578,5522
inference,217.84,2627.77,3159.52,4132,4725
inference,217.78,2481.92,3014.34,3954,4930
inference,218.22,2879.08,3329.96,4110,5740
inference,218.58,2559.26,3717.44,4827,6516
inference,218.62,2447.99,3355.27,4560,6341
inference,217.87,2659.71,3102.02,3897,5100
inference,217.86,2620.19,3349.89,4333,4764
inference,217.33,2754.98,3557.47,4445,5113
inference,217.45,2782.25,3004.95,3753,6396
inference,218.08,2527.23,2820.60,3494,6627
inference,217.8,2658.23,2973.92,3779,5750
inference,218.54,2581.22,2935.70,3867,4871
inference,217.86,2807.99,3336.49,4296,4860
inference,218.02,2678.64,3290.80,4082,6711
inference,218.02,2624.88,2991.62,3637,6270
inference,217.6,2556.73,3090.83,4122,6210
inference,218.41,2619.58,3091.76,4029,4867
inference,218.19,2717.18,3054.49,4038,4862
inference,218.08,2724.92,3547.09,4283,5353
inference,218.81,2589.94,3085.84,4159,6828
inference,218.55,2648.54,3100.90,3775,6156
inference,218.54,2645.67,3079.21,3990,6022
inference,217.25,2588.35,3061.80,4055,4832
inference,218.56,2741.11,3149.87,3898,4971
inference,218.73,2678.65,3265.29,4316,5706
inference,217.67,2718.06,3362.90,4378,6391
inference,219.77,2605.35,3227.22,3977,6229
inference,218.33,2593.70,3377.39,4447,6106
inference,218.58,2499.02,3728.02,5129,5079
inference,218.26,2449.23,3972.52,5402,5023
inference,218.76,2533.74,4014.35,5380,5141
inference,218.76,2534.24,3586.24,4919,5056
inference,217.93,2341.51,4363.29,5713,5124
inference,217.21,1953.80,3803.34,5437,5176
inference,219.64,2528.74,3817.42,5136,4760
inference,218.81,2374.54,4074.35,5562,5035
inference,217.94,2586.72,3908.89,5208,5123
inference,218.53,2492.92,6867.47,5162,5428
inference,219.1,2702.64,4213.27,5577,5876
inference,218.95,2684.77,3942.54,5111,6139
inference,218.34,2637.66,4503.34,5798,6125
inference,220.24,2474.84,3442.65,4441,6495
inference,218.49,2577.20,3368.55,4453,5585
inference,217.61,2622.88,3968.39,5321,5067
inference,218.12,2591.93,4021.35,5933,5193
inference,218.15,2748.67,3805.24,5120,5167
inference,217.75,2711.51,3790.11,5162,6367
inference,219.06,2659.85,4516.40,6975,6526
inference,218.44,2604.88,3827.90,4724,6323
inference,218.61,2459.18,3719.30,5288,6427
inference,218.33,2637.86,3702.74,5263,5146
inference,218.88,2664.68,3748.67,5268,5171
inference,218.48,2547.19,4589.23,6783,5186
inference,217.97,2789.57,3913.82,5510,5886
inference,217.72,2825.25,3488.37,5020,6960
inference,219.68,2651.16,4228.12,4730,6715
inference,218.97,2365.48,4179.71,6718,6655
inference,218.44,2669.27,3706.77,5054,5161
inference,218.77,2525.71,4432.19,6710,5191
inference,218.6,2644.27,2974.71,3888,5229
inference,218.1,2648.73,71057.55,7515,5503
inference,218.98,2486.40,5730.01,9471,6057
inference,218.73,2665.92,3140.84,4138,6124
inference,218.6,2729.88,4114.76,5965,6401
inference,218.89,2459.67,4699.71,7479,6468
inference,219.96,2520.44,3392.02,4383,6273
inference,219.09,2564.64,4431.27,6846,5201
inference,219.24,2465.32,4152.97,6258,5308
inference,219.3,2537.96,3914.53,5851,5296
inference,218.7,2852.45,3242.77,4582,6047
inference,219.14,2263.37,5326.16,8104,6863
inference,218.32,2791.63,3685.38,5662,5275
tokenizer,218.2,0.75,219.10,179,0
tokenizer,237.35,0.46,132.51,160,0
tokenizer,238.44,0.34,96.23,147,0
tokenizer,234.57,0.28,141.08,222,0
tokenizer,234.99,232.59,354.75,464,21
pipeline load,217.17,0.70,243.75,216,0
pipeline load,235.13,0.47,117.71,162,0
pipeline load,238.12,0.33,162.26,202,0
pipeline load,238.3,0.34,104.83,159,0
pipeline load,235.29,88.24,208.95,446,0
pipeline load,223.09,308.73,4052.37,6271,0
pipeline load,218.17,309.72,597.97,3639,49
pipeline load,220.43,595.90,930.81,3366,0
pipeline load,220.55,315.82,594.31,3487,36
pipeline load,220.45,318.72,615.72,3661,36
pipeline load,218.02,318.95,615.44,3669,18
pipeline load,220.1,319.94,634.07,3553,18
pipeline load,220.52,597.41,846.44,3297,32
pipeline load,217.65,323.75,603.45,3570,5
pipeline load,220.97,313.16,585.01,3516,32
pipeline load,219.84,319.60,595.88,3498,14
pipeline load,220.49,317.73,597.78,3574,27
pipeline load,220.57,343.82,619.86,3504,18
pipeline load,220.46,600.56,862.05,3325,18
pipeline load,217.74,315.77,600.53,3582,32
pipeline load,220.07,319.34,597.16,3508,9
pipeline load,220.76,314.92,591.75,3574,32
pipeline load,220.28,320.26,596.51,3573,14
pipeline load,220.42,328.95,633.65,3484,14
pipeline load,221.01,313.36,698.33,3656,45
pipeline load,220.23,589.19,900.95,3347,9
pipeline load,218.24,315.84,627.44,3670,18
pipeline load,219.51,319.39,595.98,3562,18
pipeline load,220.25,322.47,628.99,3632,18
pipeline load,220.76,326.75,597.55,3397,32
pipeline load,220.36,320.26,605.60,3444,18
pipeline load,220.24,602.76,868.26,3337,23
pipeline load,220.0,315.73,588.91,3546,9
pipeline load,220.73,321.75,597.63,3565,27
pipeline load,221.26,315.34,590.62,3512,14
pipeline load,220.11,318.70,590.07,3512,23
pipeline load,220.73,333.34,611.08,3479,27
pipeline load,221.41,445.93,703.32,2940,9
pipeline load,219.63,447.57,702.69,3347,9
pipeline load,219.19,316.50,592.62,3518,50
pipeline load,220.26,314.19,604.91,3509,9
pipeline load,218.48,314.09,585.81,3556,32
pipeline load,219.58,345.34,625.34,3543,23
pipeline load,219.68,322.02,602.69,3582,23
pipeline load,220.36,591.49,857.11,3349,23
pipeline load,219.64,329.20,1599.64,4726,18
pipeline load,217.65,312.12,644.75,3699,27
pipeline load,220.71,302.70,701.55,3629,9
pipeline load,220.16,297.24,749.95,3743,41
pipeline load,219.87,293.58,682.13,3638,9
pipeline load,220.47,249.63,1410.53,3896,23
pipeline load,265.66,52.99,1623.98,2590,9
pipeline load,221.78,221.35,2591.60,5194,0
pipeline load,292.89,308.30,603.50,2817,0
pipeline load,221.23,332.39,614.62,3463,14
pipeline load,220.88,364.08,672.72,3554,14
pipeline load,220.48,335.54,606.59,3488,32
pipeline load,219.57,343.02,608.32,3434,9
pipeline load,220.73,341.10,617.00,3520,32
pipeline load,220.67,312.04,650.96,3322,18
pipeline load,229.14,2.67,4151.54,7188,9
pipeline load,662.78,193.94,552.48,1082,0
pipeline load,218.21,83.69,2135.49,3708,0
pipeline load,286.43,367.96,776.50,2730,0
pipeline load,219.5,458.15,708.70,3339,14
pipeline load,220.52,336.01,603.44,3437,23
pipeline load,220.48,338.06,608.92,3483,23
pipeline load,220.86,340.62,611.74,3482,18
pipeline load,220.57,326.43,602.38,3473,27
pipeline load,220.37,369.61,637.36,3485,18
pipeline load,227.82,6.38,2914.53,5008,14
pipeline load,441.27,215.77,931.46,1629,0
pipeline load,218.57,317.44,1974.06,4223,5
pipeline load,217.93,308.34,925.07,3960,64
pipeline load,219.01,50.76,1478.27,3128,32
pipeline load,225.02,245.41,1241.75,4306,0
pipeline load,217.87,630.10,1441.99,3052,9
pipeline load,217.55,177.00,1911.34,4822,14
pipeline load,219.87,58.94,6724.20,11188,28
pipeline load,218.58,152.15,1804.11,4081,359
pipeline load,218.58,331.27,2294.49,5874,279
pipeline load,218.99,344.28,2319.72,6151,311
pipeline load,219.47,615.02,4242.86,8138,333
pipeline load,218.7,313.62,1443.56,4449,287
pipeline load,218.58,297.29,956.28,3317,37
pipeline load,219.56,308.07,1552.04,4468,18
pipeline load,219.86,300.92,643.81,3348,32
pipeline load,220.34,346.66,751.48,3563,23
pipeline load,220.15,319.47,1310.55,4520,54
pipeline load,219.2,593.80,1102.76,3631,336
pipeline load,218.61,318.42,745.60,4021,73
pipeline load,220.08,329.87,1379.09,5062,124
pipeline load,220.54,316.23,848.43,4222,327
pipeline load,220.34,319.60,1005.13,4325,118
pipeline load,220.19,312.31,1111.04,4601,231
pipeline load,218.19,467.01,826.06,3295,232
pipeline load,218.47,437.08,772.60,3529,5
pipeline load,220.4,311.12,786.18,4006,18
pipeline load,220.23,311.40,655.35,3733,100
pipeline load,220.65,314.99,593.94,3517,14
pipeline load,219.75,544.14,905.46,2439,50
inference,218.83,907.04,1217.07,1714,14
inference,220.54,1059.39,1286.36,1755,14
inference,218.12,1068.93,1343.16,1907,59
inference,217.6,942.14,1719.74,2399,197
inference,220.1,1410.71,1746.53,2349,28
inference,218.18,987.50,1282.15,1787,2522
